No,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,자료상태,소장처
5110,단행본,0000018523,(Why?)명재상과 충신,우덕환 글;문성기 그림,예림당,2019,911 역52 v.19,대출가능,입실초등학교
5111,단행본,0000018522,(Why?)신화와 전설,박연아 글;극동만화연구소 그림,예림당,2020,911 역52 v.18,대출가능,입실초등학교
5112,단행본,0000018521,(Why?)역사를 바꾼 사건,우덕환 글;문성기 그림,예림당,2020,911 역52 v.17,대출가능,입실초등학교
5113,단행본,0000018520,(Why?)천재와 기인,이근 글;극동만화연구소 그림,예림당,2019,911 역52 v.16,대출가능,입실초등학교
5114,단행본,0000018519,(Why?)영웅 이야기,이근 글;극동만화연구소 그림,예림당,2019,911 역52 v.15,대출가능,입실초등학교
5115,단행본,0000018518,(Why?)쫓겨난 임금,이근 글;극동만화연구소 그림,예림당,2019,911 역52 v.14,대출가능,입실초등학교
5116,단행본,0000018517,(Why?)궁궐 이야기,허순봉 글;극동만화연구소 그림,예림당,2019,911 역52 v.13,대출가능,입실초등학교
5117,단행본,0000018516,(Why?)왕자와 공주,이근 글;극동만화연구소 그림,예림당,2019,911 역52 v.12,대출가능,입실초등학교
5118,단행본,0000018515,(Why?)승자와 패자,이근 글;극동만화연구소 그림,예림당,2019,911 역52 v.11,대출가능,입실초등학교
5119,단행본,0000018514,(Why?)영토와 지리,이근 글;극동만화연구소 그림,예림당,2020,911 역52 v.10,대출가능,입실초등학교
5120,단행본,0000018513,(Why?)전쟁,이근 글;극동만화연구소 그림,예림당,2019,911 역52 v.9,대출가능,입실초등학교
5121,단행본,0000018512,(Why?)종교,이근 글;극동만화연구소 그림,예림당,2019,911 역52 v.8,대출가능,입실초등학교
5122,단행본,0000018511,(Why?)과학과 의학,이근 글;극동만화연구소 그림,예림당,2019,911 역52 v.7,대출가능,입실초등학교
5123,단행본,0000018510,(Why?)상도와 경제,이근 글;극동만화연구소 그림,예림당,2019,911 역52 v.6,대출가능,입실초등학교
5124,단행본,0000018509,(Why?)조선 후기,이근 글;극동만화연구소 그림,예림당,2019,911 역52 v.5,대출가능,입실초등학교
5125,단행본,0000018508,(Why?)조선 전기,이근 글;극동만화연구소 그림,예림당,2020,911 역52 v.4,대출가능,입실초등학교
5126,단행본,0000018507,(Why?)고려시대,이근 글;극동만화연구소 그림,예림당,2019,911 역52 v.3,대출가능,입실초등학교
5127,단행본,0000018506,(Why?)삼국의 경쟁,이근 글;극동만화연구소 그림,예림당,2020,911 역52 v.2,대출가능,입실초등학교
5128,단행본,0000018505,(Why?)나라의 시작,이근 글;극동만화연구소 그림,예림당,2020,911 역52 v.1,대출가능,입실초등학교
5129,단행본,0000018504,(만약에 공룡이 멸종하지 않았다면)신공룡 도감,두걸 딕슨 지음;김해용 옮김,소미아이,2021,457.279 딕57ㅅ,대출가능,입실초등학교
5130,단행본,0000018503,이토록 멋진 곤충,안네 스베르드루프-튀게손 글;니나 마리 앤더슨 그림;조은영 옮김,단추,2017,495.2 스44ㅇ,대출가능,입실초등학교
5131,단행본,0000018502,(이야기할아버지의)이상한 밤,임혜령 글;류재수 그림,한림출판사,2012,813.8 임84ㅇ c.2,대출가능,입실초등학교
5132,단행본,0000018501,우리나라 도시 지도책,"구혜경,정은주 [공]글;정현지 그림",토토북,2020,981.1 구94ㅇ,대출가능,입실초등학교
5133,단행본,0000018500,(Why?)미세먼지,전윤경 글;이준희 그림,예림당,2021,408 초27 v.99,대출가능,입실초등학교
5134,단행본,0000018499,바꿔!,박상기 글;오영은 그림,비룡소,2018,813.8 박52ㅂ c.2,대출가능,입실초등학교
5135,단행본,0000018498,학교 잘 다니는 법,이기규 글;유경화 그림,사계절,2021,375.2 이18ㅎ,대출가능,입실초등학교
5136,단행본,0000018497,잘 혼나는 기술,박현숙 글;조히 그림,잇츠북어린이,2021,813.8 박94ㅈ,대출가능,입실초등학교
5137,단행본,0000018496,밤의 교실,김규아 글·그림,샘터사,2021,813.8 김16ㅂ,대출가능,입실초등학교
5138,단행본,0000018495,엄마 사용법,김성진 지음;김중석 그림,창비,2012,813.8 김54ㅇ,대출가능,입실초등학교
5139,단행본,0000018494,양파의 왕따 일기. 2,문선이 글·그림,푸른놀이터,2020,813.8 문54ㅇ v.2,대출가능,입실초등학교
5140,단행본,0000018493,양파의 왕따 일기. 1,문선이 글·그림,푸른놀이터,2020,813.8 문54ㅇ v.1,대출가능,입실초등학교
5141,단행본,0000018492,시간을 굽는 빵집,김주현 글;모예진 그림,노란상상,2021,813.8 김76ㅅ,대출가능,입실초등학교
5142,단행본,0000018491,(애매한 것을 속 시원하게 알려 주는)알쏭달쏭 상담소,이케가야 유지 글;요시타케 신스케 그림;엄혜숙 옮김,블루무스어린이,2021,033 이874ㅇ,대출가능,입실초등학교
5143,단행본,0000018490,"(어린이 경주가이드북)안녕, 나는 경주야",이나영 글;박정은;이나영 [공]그림,상상력놀이터,2017,911.85 이192ㅇ,대출가능,입실초등학교
5144,단행본,0000018489,"소원을 들어 드립니다, 달떡연구소",이현아 글;오승민 그림,보리,2021,813.8 이94ㅅ,대출가능,입실초등학교
5145,단행본,0000018488,비밀 교실. 1: 수상한 문,소연 글;유준재 그림,잇츠북어린이,2021,813.8 소64ㅂ v.1,대출가능,입실초등학교
5146,단행본,0000018487,한국을 빛낸 100명의 위인들,오주영 글;박옥기 그림,다락원,2021,991.1 오76ㅎ,대출가능,입실초등학교
5147,단행본,0000018486,(초등학생이 알아야 할)바다 100가지,제롬 마틴 외 조사·글;도미니크 바이런 외 그림;송지혜 옮김,Usborne Korea,2021,454 조52ㅂ,대출가능,입실초등학교
5148,단행본,0000018484,(Go go)카카오 프렌즈. 19: 한국2,김미영 글;김정한 그림,아울북,2021,909 세14 v.19,대출가능,입실초등학교
5149,단행본,0000018483,(Go go)카카오 프렌즈. 18: 오스트리아(Austria),김미영 글;김정한 그림,아울북,2021,909 세14 v.18,대출중,입실초등학교
5150,단행본,0000018482,(Go go)카카오 프렌즈. 17: 러시아(Russia),김미영 글;김정한 그림,아울북,2021,909 세14 v.17,대출가능,입실초등학교
5151,단행본,0000018481,Go Go 카카오 프렌즈. 16: 베트남(Vietnam),김미영 글;김정한 그림,아울북,2020,909 세14 v.16,대출가능,입실초등학교
5152,단행본,0000018480,Go Go 카카오 프렌즈. 15: 브라질(Brasil),김미영 글;김정한 그림,아울북,2020,909 세14 v.15,대출가능,입실초등학교
5153,단행본,0000018479,Go Go 카카오 프렌즈. 14: 그리스(Greece),김미영 글;김정한 그림,아울북,2020,909 세14 v.14,대출가능,입실초등학교
5154,단행본,0000018478,Go Go 카카오 프렌즈. 13: 호주(Australia),김미영 글;김정한 그림,아울북,2020,909 세14 v.13,대출가능,입실초등학교
5155,단행본,0000018477,Go Go 카카오 프렌즈. 12: 터키(Turkey),김미영 글;김정한 그림,아울북,2020,909 세14 v.12,대출가능,입실초등학교
5156,단행본,0000018476,Go Go 카카오 프렌즈. 11: 한국(KOREA),김미영 글;김정한 그림,아울북,2019,909 세14 v.11,대출가능,입실초등학교
5157,단행본,0000018475,Go Go 카카오 프렌즈. 10: 이집트(Egypt),김미영 글;김정한 그림,아울북,2019,909 세14 v.10,대출가능,입실초등학교
5158,단행본,0000018474,Go Go 카카오 프렌즈. 9: 스페인(Spain),김미영 글;김정한 그림,아울북,2019,909 세14 v.9,대출가능,입실초등학교
5159,단행본,0000018473,Go Go 카카오 프렌즈. 8: 인도((India),김미영 글;김정한 그림,아울북,2019,909 세14 v.8,대출중,입실초등학교
5160,단행본,0000018472,Go Go 카카오 프렌즈. 7: 독일(Germany),김미영 글;김정한 그림,아울북,2021,909 세14 v.7,대출중,입실초등학교
5161,단행본,0000018471,Go Go 카카오 프렌즈. 6: 이탈리아(Italy),김미영 글;김정한 그림,아울북,2019,909 세14 v.6,대출가능,입실초등학교
5162,단행본,0000018470,Go Go 카카오 프렌즈. 5: 중국(China),김미영 글;김정한 그림,아울북,2018,909 세14 v.5,대출중,입실초등학교
5163,단행본,0000018469,Go Go 카카오 프렌즈. 4: 미국(U.S.A),김미영 글;김정한 그림,아울북,2018,909 세14 v.4,대출가능,입실초등학교
5164,단행본,0000018468,Go Go 카카오 프렌즈. 3: 일본(Japan),김미영 글;김정한 그림,아울북,2020,909 세14 v.3,대출가능,입실초등학교
5165,단행본,0000018466,내 인생의 최고의 하루,이승민 글;박정섭 그림,풀빛,2021,813.8 이57ㄴ,대출가능,입실초등학교
5166,단행본,0000018465,Go Go 카카오 프렌즈. 1: 프랑스(France),김미영 글 ;김정한 그림,아울북,2018,909 세14 v.1,대출중,입실초등학교
5167,단행본,0000018463,유령 고양이 후쿠코. 1: 내 그림자를 돌려줘!,히로시마 레이코 글;바라마쓰 히토미 그림;고향옥 옮김,주니어김영사,2021,833.8 히295ㅇ v.1,대출가능,입실초등학교
5168,단행본,0000018462,프린들 주세요,앤드루 클레먼츠 지음;햇살과나무꾼 옮김;양혜원 그림,사계절,2011,843 클294ㅍ c.2,대출가능,입실초등학교
5169,단행본,0000018461,만복이네 떡집,김리리 지음 ;이승현 그림,비룡소,20105,813.8 김298ㅁ c.4,대출가능,입실초등학교
5170,단행본,0000018460,에그박사. 3,에그박사 원작;박송이 글;홍종현 그림,미래엔,2021,495 에17ㅇ v.3,대출중,입실초등학교
5171,단행본,0000018457,푸른 사자 와니니. 3: 새로운 약속,이현 지음;오윤화 그림,창비,2021,813.8 이94ㅍ v.3,대출가능,입실초등학교
5172,단행본,0000018456,푸른 사자 와니니. 2,이현 지음;오윤화 그림,창비,2019,813.8 이94ㅍ v.2 c.2,대출가능,입실초등학교
5173,단행본,0000018455,푸른 사자 와니니,이현 지음;오윤화 그림,창비,2015,813.8 이94ㅍ c.3,대출가능,입실초등학교
5174,단행본,0000018454,고양이 해결사 깜냥. 3: 태권도의 고수가 되어라!,홍민정 지음;김재희 그림,창비,2021,813.8 홍38ㄱ v.3,대출가능,입실초등학교
5175,단행본,0000018453,고양이 해결사 깜냥. 2: 최고의 요리에 도전하라!,홍민정 지음;김재희 그림,창비,2020,813.8 홍38ㄱ v.2,대출가능,입실초등학교
5176,단행본,0000018452,고양이 해결사 깜냥. 1: 아파트의 평화를 지켜라!,홍민정 글;김재희 그림,창비,2020,813.8 홍38ㄱ v.1,대출가능,입실초등학교
5177,단행본,0000018451,눈물 쏙 스펀지,홍민정 글;오정택 그림,반달서재,2021,813.8 홍38ㄴ,대출가능,입실초등학교
5178,단행본,0000018450,(읽으면서 바로 써먹는)어린이 맞춤법,한날 글·그림,파란정원,2021,711.25 한192ㅇ,대출가능,입실초등학교
5179,단행본,0000018448,(흔한남매)불꽃 튀는 우리말. 2,흔한남매 원작;한은호 글;유희석 그림,다산어린이,2021,710 흔92ㅂ v.2 c.2,대출중,입실초등학교
5180,단행본,0000018447,(흔한남매)불꽃 튀는 우리말. 1,흔한남매 원작;한은호 글;유희석 그림,다산어린이,2021,710 흔92ㅂ v.1 c.2,대출가능,입실초등학교
5181,단행본,0000018446,(흔한남매의)흔한 호기심. 3,흔한남매 원작;안치현 글;유난희 그림,미래엔아이세움,2021,404 흔92ㅎ v.3,대출가능,입실초등학교
5182,단행본,0000018445,(흔한남매의)흔한 호기심. 2,흔한남매 원작;안치현 글;유난희 그림,미래엔,2021,404 흔92ㅎ v.2,대출가능,입실초등학교
5183,단행본,0000018444,흔한남매의 흔한 호기심. 1,흔한남매 원작;안치현 글;유난희 그림,미래엔,2021,404 흔92ㅎ v.1,대출중,입실초등학교
5184,단행본,0000018443,(흔한남매)불꽃 튀는 우리말. 2,흔한남매 원작;한은호 글;유희석 그림,다산어린이,2021,710 흔92ㅂ v.2,대출중,입실초등학교
5185,단행본,0000018442,(흔한남매)불꽃 튀는 우리말. 1,흔한남매 원작;한은호 글;유희석 그림,다산어린이,2021,710 흔92ㅂ v.1,대출중,입실초등학교
5186,단행본,0000018441,(Why?)똥,허순봉 글;송회석 그림,예림당,2019,408 초27 v.20 c.2,대출가능,입실초등학교
5187,단행본,0000018440,(Why?)남극·북극,이광웅 글;가재발 그림,예림당,2019,408 초27 v.19 c.2,대출가능,입실초등학교
5188,단행본,0000018439,(Why?)화석,이광웅 글;송회석 그림,예림당,2019,408 초27 v.18 c.2,대출가능,입실초등학교
5189,단행본,0000018438,(Why?)물리,조영선 글;이영호 그림,예림당,2019,408 초27 v.17 c.2,대출가능,입실초등학교
5190,단행본,0000018437,(Why?)발명·발견,김민재 글·그림,예림당,2019,408 초27 v.16 c.2,대출가능,입실초등학교
5191,단행본,0000018436,(Why?)화학,조영선 글;이영호 그림,예림당,2019,408 초27 v.15 c.2,대출가능,입실초등학교
5192,단행본,0000018435,(Why?)공룡,이항선 글;송회석 그림,예림당,2019,408 초27 v.14 c.2,대출가능,입실초등학교
5193,단행본,0000018434,(Why?)사춘기와 성,전지은 글;이혜조 그림,예림당,2019,408 초27 v.13 c.2,대출가능,입실초등학교
5194,단행본,0000018433,(Why?)핵과 에너지,이광웅 글;임우영 그림,예림당,2020,408 초27 v.2 c.2,대출가능,입실초등학교
5195,단행본,0000018432,(Why?)날씨,이광웅 글;이혜조 그림,예림당,2019,408 초27 v.11 c.2,대출가능,입실초등학교
5196,단행본,0000018430,(Why?)환경,허순봉 글;김강호 그림,예림당,2019,408 초27 v.9 c.2,대출가능,입실초등학교
5197,단행본,0000018429,(Why?)곤충,이광웅 글;송회석 그림,예림당,2021,408 초27 v.8 c.2,대출가능,입실초등학교
5198,단행본,0000018428,(Why?)동물,이광웅 글;그림수레 그림,예림당,2019,408 초27 v.7 c.2,대출가능,입실초등학교
5199,단행본,0000018427,(Why?)지구,이광웅 글;이혜조 그림,예림당,2019,408 초27 v.6 c.2,대출가능,입실초등학교
5200,단행본,0000018426,(Why?)식물,이광웅 글;김병철 그림,예림당,2019,408 초27 v.5 c.2,대출가능,입실초등학교
5201,단행본,0000018425,(Why?)컴퓨터,조영선 글;그림수레 그림,예림당,2019,408 초27 v.4 c.2,대출가능,입실초등학교
5202,단행본,0000018424,(Why?)바다,이광웅 글;김광호 지음,예림당,2020,408 초27 v.3 c.2,대출가능,입실초등학교
5203,단행본,0000018423,(Why?)인체,허순봉 글;송회석 그림,예림당,2019,408 초27 v.2 c.2,대출가능,입실초등학교
5204,단행본,0000018422,(Why?)우주,이광웅 글;그림수레 그림,예림당,2019,408 초27 v.1 c.2,대출가능,입실초등학교
5205,단행본,0000018421,일기 쓰기 딱 좋은 날,정신 글;홍수영 그림,시공주니어,2017,813.8 정58ㅇ c.2,대출가능,입실초등학교
5206,단행본,0000018420,친구를 사귀는 아주 특별한 방법,노튼 저스터 글;G. 브라이언 카라스 그림;천미나 옮김,책과콩나무,2012,843 저57ㅊ c.2,대출가능,입실초등학교
5207,단행본,0000018419,들꽃 아이,임길택 글;김동성 그림,길벗어린이,2016,813.8 임18ㄷ c.2,대출가능,입실초등학교
5208,단행본,0000018418,선생님 사로잡기,송언 글;서현 그림,사계절,2017,813.8 송64ㅅ c.2,대출가능,입실초등학교
5209,단행본,0000018417,들키고 싶은 비밀,황선미 지음;김유대 그림,창비,2021,813.8 황54ㄷ,대출가능,입실초등학교
